1000
(72, 36)
(34, 32)
(10, 13)
(76, 46)
(96, 33)
(92, 1)
(46, 64)
(69, 94)
(30, 98)
(59, 65)
(12, 27)
(1, 3)
(3, 34)
(61, 4)
(82, 28)
(35, 1)
(13, 50)
(16, 65)
(48, 7)
(20, 35)
(19, 32)
(6, 74)
(40, 31)
(56, 65)
(98, 60)
(20, 53)
(94, 11)
(27, 65)
(34, 53)
(3, 78)
(54, 60)
(37, 6)
(21, 87)
(4, 69)
(34, 97)
(27, 92)
(29, 10)
(3, 8)
(47, 35)
(92, 75)
(99, 28)
(43, 80)
(66, 73)
(48, 76)
(95, 83)
(81, 41)
(89, 58)
(48, 16)
(83, 23)
(38, 28)
(36, 80)
(25, 53)
(22, 33)
(49, 19)
(79, 3)
(22, 2)
(58, 57)
(16, 61)
(98, 85)
(27, 86)
(0, 41)
(50, 37)
(61, 2)
(47, 79)
(11, 89)
(20, 50)
(43, 14)
(92, 9)
(99, 97)
(13, 37)
(62, 43)
(90, 10)
(48, 31)
(18, 45)
(19, 77)
(20, 25)
(6, 73)
(94, 31)
(20, 89)
(2, 17)
(73, 17)
(98, 82)
(65, 68)
(57, 89)
(77, 74)
(54, 99)
(33, 12)
(62, 64)
(53, 33)
(72, 68)
(91, 98)
(23, 91)
(73, 88)
(2, 87)
(69, 63)
(70, 84)
(27, 73)
(23, 38)
(13, 78)
(32, 77)
(34, 58)
(36, 57)
(91, 80)
(16, 11)
(45, 4)
(13, 67)
(29, 2)
(7, 18)
(1, 65)
(65, 26)
(52, 23)
(72, 13)
(41, 31)
(81, 29)
(44, 85)
(64, 37)
(4, 99)
(82, 30)
(0, 87)
(8, 83)
(79, 42)
(17, 95)
(68, 32)
(46, 60)
(73, 10)
(43, 42)
(59, 46)
(22, 59)
(91, 44)
(46, 92)
(69, 99)
(6, 90)
(4, 12)
(69, 93)
(30, 41)
(100, 6)
(41, 52)
(88, 97)
(86, 97)
(86, 19)
(32, 4)
(23, 3)
(88, 0)
(96, 3)
(93, 72)
(74, 92)
(32, 38)
(79, 63)
(24, 50)
(11, 38)
(4, 2)
(9, 88)
(99, 60)
(74, 48)
(85, 57)
(50, 54)
(32, 39)
(76, 45)
(63, 81)
(37, 19)
(66, 79)
(96, 22)
(34, 47)
(10, 70)
(53, 46)
(5, 62)
(45, 74)
(77, 31)
(28, 65)
(19, 39)
(85, 35)
(86, 49)
(99, 23)
(82, 26)
(53, 67)
(55, 48)
(97, 76)
(58, 42)
(67, 66)
(33, 2)
(37, 58)
(87, 66)
(12, 60)
(14, 99)
(38, 48)
(52, 63)
(18, 58)
(11, 9)
(81, 43)
(67, 85)
(28, 66)
(34, 65)
(32, 21)
(19, 69)
(80, 30)
(68, 45)
(35, 53)
(72, 41)
(9, 100)
(57, 74)
(39, 42)
(76, 29)
(22, 12)
(95, 19)
(44, 70)
(31, 41)
(2, 90)
(6, 76)
(73, 52)
(0, 11)
(60, 7)
(20, 95)
(62, 38)
(3, 9)
(73, 55)
(11, 73)
(17, 41)
(51, 80)
(32, 83)
(10, 0)
(23, 83)
(41, 96)
(10, 24)
(58, 5)
(84, 16)
(65, 83)
(4, 31)
(70, 33)
(73, 63)
(7, 4)
(92, 55)
(56, 50)
(21, 0)
(72, 17)
(23, 4)
(37, 13)
(50, 70)
(32, 61)
(58, 11)
(7, 28)
(24, 32)
(3, 82)
(73, 11)
(58, 2)
(23, 20)
(47, 29)
(98, 24)
(53, 2)
(95, 2)
(45, 17)
(57, 61)
(60, 75)
(6, 11)
(17, 66)
(89, 28)
(69, 17)
(44, 10)
(64, 18)
(91, 90)
(57, 94)
(55, 28)
(98, 49)
(10, 100)
(27, 41)
(9, 43)
(75, 79)
(68, 75)
(71, 80)
(40, 27)
(24, 8)
(3, 62)
(10, 42)
(41, 80)
(83, 79)
(54, 84)
(6, 22)
(98, 6)
(32, 3)
(72, 96)
(4, 20)
(63, 100)
(58, 33)
(47, 54)
(64, 47)
(1, 30)
(51, 39)
(1, 88)
(19, 65)
(17, 42)
(8, 86)
(80, 96)
(53, 13)
(88, 53)
(98, 90)
(12, 42)
(69, 34)
(71, 68)
(35, 89)
(6, 95)
(1, 25)
(51, 61)
(94, 2)
(57, 56)
(48, 53)
(14, 53)
(12, 84)
(35, 55)
(59, 1)
(65, 22)
(35, 24)
(41, 33)
(23, 18)
(62, 91)
(82, 57)
(55, 62)
(67, 23)
(9, 58)
(9, 37)
(56, 15)
(60, 17)
(23, 40)
(99, 72)
(64, 78)
(100, 16)
(85, 63)
(93, 18)
(33, 43)
(25, 11)
(89, 34)
(34, 30)
(79, 48)
(48, 30)
(48, 3)
(98, 61)
(76, 13)
(85, 72)
(25, 75)
(96, 84)
(41, 90)
(65, 6)
(29, 49)
(27, 59)
(65, 78)
(93, 42)
(14, 82)
(37, 76)
(37, 43)
(36, 14)
(5, 73)
(31, 4)
(57, 78)
(18, 20)
(80, 2)
(28, 94)
(69, 57)
(81, 87)
(41, 74)
(73, 84)
(32, 80)
(58, 72)
(33, 93)
(44, 82)
(81, 25)
(3, 18)
(2, 57)
(73, 34)
(55, 74)
(39, 43)
(52, 29)
(16, 73)
(60, 54)
(69, 84)
(41, 29)
(32, 63)
(53, 95)
(13, 69)
(97, 54)
(62, 62)
(51, 85)
(66, 20)
(27, 67)
(13, 96)
(22, 56)
(65, 67)
(44, 64)
(87, 54)
(44, 95)
(89, 59)
(74, 40)
(95, 58)
(4, 95)
(93, 78)
(25, 31)
(1, 19)
(63, 76)
(74, 94)
(44, 65)
(38, 40)
(42, 90)
(81, 62)
(35, 72)
(93, 41)
(43, 31)
(28, 51)
(90, 18)
(54, 55)
(25, 100)
(24, 75)
(82, 43)
(39, 86)
(75, 57)
(5, 28)
(29, 58)
(51, 56)
(36, 47)
(84, 68)
(98, 99)
(60, 91)
(93, 20)
(22, 39)
(24, 62)
(64, 87)
(72, 69)
(9, 36)
(76, 81)
(36, 46)
(35, 88)
(53, 92)
(43, 23)
(48, 24)
(93, 19)
(38, 85)
(10, 3)
(44, 43)
(61, 41)
(95, 77)
(87, 59)
(13, 75)
(9, 81)
(71, 59)
(97, 87)
(0, 80)
(46, 75)
(99, 19)
(86, 60)
(99, 36)
(2, 100)
(10, 50)
(31, 90)
(50, 96)
(56, 64)
(81, 72)
(80, 73)
(40, 96)
(54, 46)
(90, 44)
(51, 21)
(47, 40)
(70, 45)
(32, 84)
(95, 65)
(53, 29)
(11, 70)
(61, 55)
(89, 12)
(66, 31)
(16, 2)
(47, 50)
(98, 83)
(61, 13)
(78, 17)
(99, 6)
(85, 2)
(37, 99)
(18, 61)
(46, 86)
(50, 60)
(58, 25)
(91, 54)
(0, 46)
(25, 2)
(90, 98)
(63, 39)
(26, 90)
(21, 70)
(3, 44)
(67, 53)
(37, 24)
(31, 88)
(24, 100)
(11, 76)
(91, 28)
(47, 9)
(64, 25)
(79, 50)
(84, 9)
(54, 40)
(15, 94)
(22, 54)
(40, 81)
(31, 91)
(89, 56)
(5, 75)
(76, 50)
(55, 66)
(11, 10)
(48, 11)
(78, 47)
(79, 21)
(24, 95)
(42, 6)
(85, 68)
(96, 58)
(71, 10)
(76, 2)
(43, 98)
(56, 45)
(69, 23)
(35, 32)
(88, 21)
(36, 77)
(42, 12)
(8, 80)
(91, 12)
(37, 50)
(27, 31)
(0, 69)
(76, 42)
(0, 1)
(98, 94)
(39, 78)
(44, 38)
(6, 63)
(0, 50)
(100, 69)
(69, 19)
(43, 100)
(43, 32)
(4, 88)
(94, 45)
(74, 35)
(28, 67)
(37, 42)
(18, 3)
(57, 12)
(5, 16)
(75, 80)
(81, 70)
(34, 82)
(20, 79)
(32, 74)
(8, 36)
(76, 10)
(22, 91)
(20, 15)
(99, 68)
(69, 29)
(52, 44)
(81, 50)
(51, 5)
(7, 91)
(16, 72)
(40, 49)
(13, 61)
(94, 9)
(83, 5)
(1, 64)
(29, 81)
(84, 45)
(9, 22)
(93, 58)
(62, 54)
(41, 71)
(77, 24)
(14, 32)
(0, 94)
(25, 42)
(72, 25)
(31, 71)
(58, 16)
(62, 93)
(52, 9)
(47, 73)
(44, 71)
(2, 38)
(31, 78)
(82, 50)
(35, 30)
(13, 80)
(69, 7)
(18, 11)
(79, 36)
(16, 60)
(81, 8)
(80, 7)
(24, 80)
(72, 15)
(97, 36)
(7, 56)
(7, 61)
(48, 1)
(2, 62)
(73, 14)
(28, 71)
(29, 43)
(41, 16)
(39, 54)
(94, 40)
(7, 22)
(54, 74)
(69, 55)
(60, 53)
(57, 36)
(5, 23)
(56, 98)
(53, 45)
(70, 77)
(14, 50)
(30, 60)
(97, 39)
(98, 51)
(58, 67)
(43, 13)
(96, 5)
(50, 18)
(70, 16)
(5, 57)
(82, 77)
(38, 61)
(51, 30)
(85, 49)
(32, 30)
(17, 3)
(31, 80)
(70, 27)
(6, 71)
(30, 96)
(76, 20)
(39, 36)
(45, 52)
(96, 75)
(5, 90)
(53, 34)
(59, 26)
(21, 50)
(73, 1)
(28, 86)
(94, 8)
(46, 37)
(77, 89)
(23, 60)
(41, 8)
(50, 29)
(54, 6)
(4, 39)
(42, 27)
(95, 20)
(89, 60)
(93, 62)
(7, 83)
(33, 59)
(91, 93)
(14, 98)
(58, 80)
(72, 94)
(81, 54)
(9, 68)
(40, 71)
(8, 53)
(30, 17)
(74, 39)
(38, 90)
(12, 54)
(23, 43)
(100, 7)
(97, 38)
(3, 48)
(12, 82)
(95, 80)
(100, 41)
(0, 53)
(75, 27)
(41, 83)
(50, 19)
(73, 19)
(25, 40)
(4, 61)
(52, 89)
(68, 73)
(93, 48)
